split,class_id,class_name,class_label,filename,path,extension,exists,readable,error,file_size_kb,width,height,aspect_ratio,mode,brightness,contrast,mean_r,mean_g,mean_b,green_excess,saturation,md5
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_114.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_114.jpg,.jpg,True,True,,10.74609375,224,224,1.0,RGB,107.77699,52.58496,98.66452,131.02322,93.643234,69.73868,51.105072,a7979ad81e8dc74ecc9a9e4299d46ecc
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_116.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_116.jpg,.jpg,True,True,,11.66796875,224,224,1.0,RGB,101.64424,60.73341,92.2111,122.261696,90.45992,61.85238,48.473293,539ffa8a08c241e21309de9d1966cf8d
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_117.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_117.jpg,.jpg,True,True,,10.408203125,224,224,1.0,RGB,106.583786,54.39117,89.624306,120.4712,109.65585,41.66225,43.035835,ddb045d6b317a8c60c613706381239e2
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_118.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_118.jpg,.jpg,True,True,,11.1064453125,224,224,1.0,RGB,104.30988,52.127716,91.59692,121.42927,99.90346,51.35816,46.286194,b0999ed70e28dc04ff939ff5f78761fe
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_119.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_119.jpg,.jpg,True,True,,9.8486328125,224,224,1.0,RGB,94.000336,43.133923,81.19405,116.07039,84.73655,66.21018,46.74631,f544796b4f3b2201bc00c976f2a748c5
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_121.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_121.jpg,.jpg,True,True,,11.234375,224,224,1.0,RGB,123.98151,50.95324,107.86057,136.40327,127.680664,37.265327,39.702328,e2a305990a00964fb39dacdd7227ac5f
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_122.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_122.jpg,.jpg,True,True,,11.34375,224,224,1.0,RGB,124.81902,52.16213,103.245636,144.92085,126.29058,60.305504,49.61093,59e3e0eba813daa71409cbd86b5822a4
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_123.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_123.jpg,.jpg,True,True,,11.216796875,224,224,1.0,RGB,79.3155,55.10232,65.737625,94.64505,77.56381,45.98866,36.03725,0ea8c01e7380c8435f2ed0756d69aece
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_124.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_124.jpg,.jpg,True,True,,11.4775390625,224,224,1.0,RGB,105.79386,52.645725,95.04524,115.19336,107.142975,28.198502,33.68517,46f4d2ceaae195a76e6b8f3aa7aab6cf
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_128.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_128.jpg,.jpg,True,True,,12.033203125,224,224,1.0,RGB,113.38946,57.8799,103.73116,125.8001,110.637115,37.231922,33.335102,3703e57ec975ee8ddf6cb54dff657c9a
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_13.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_13.jpg,.jpg,True,True,,11.0498046875,224,224,1.0,RGB,97.78786,56.011093,80.25974,116.12014,96.98368,54.996853,44.607742,a93c6f695b9babe2518a684f4dca4392
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_130.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_130.jpg,.jpg,True,True,,11.828125,224,224,1.0,RGB,122.911514,62.34774,110.34495,134.99055,123.39903,36.237125,34.5515,8ffafb919c7836c2533d7602834852c0
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_131.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_131.jpg,.jpg,True,True,,9.0478515625,224,224,1.0,RGB,115.166695,64.58729,115.1766,127.07867,103.24482,35.73591,34.40589,fd811303b8fb60cb6384e720e515a9a9
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_132.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_132.jpg,.jpg,True,True,,11.9267578125,224,224,1.0,RGB,109.47083,60.38914,100.32906,129.2044,98.87903,59.200714,42.351345,6fbca3ee35c59fe1e2743dc211c30c3a
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_133.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_133.jpg,.jpg,True,True,,10.841796875,224,224,1.0,RGB,100.9773,60.72612,88.99763,112.20819,101.72608,33.69266,30.347715,93aff88f7693a47b03f7dea516b1d8fc
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_135.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_135.jpg,.jpg,True,True,,10.890625,224,224,1.0,RGB,121.5317,64.37189,103.972916,134.70181,125.9204,39.510303,36.787388,636c0a076ceaa93e5ca9b330faee6a9b
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_137.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_137.jpg,.jpg,True,True,,10.685546875,224,224,1.0,RGB,100.81828,48.792896,102.66241,110.62641,89.16604,29.424387,33.452526,81ebf3081d3894dd523bc5929b889789
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_138.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_138.jpg,.jpg,True,True,,10.7646484375,224,224,1.0,RGB,144.37662,50.633762,132.32892,151.63986,149.16107,21.78974,32.74173,f69b443257464e0ec8808955439d3540
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_14.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_14.jpg,.jpg,True,True,,10.8232421875,224,224,1.0,RGB,100.685,49.66951,82.55969,121.205536,98.28976,61.561623,52.106247,9f9f02a6ebd0be98cf760e771c4bb358
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_140.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_140.jpg,.jpg,True,True,,9.2578125,224,224,1.0,RGB,115.73334,57.786842,104.71054,128.20503,114.28446,37.415077,33.91203,415716657919409a03ebf398d5dfabc1
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_141.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_141.jpg,.jpg,True,True,,10.7138671875,224,224,1.0,RGB,101.745026,56.664436,90.32198,113.70733,101.20576,35.886917,34.34885,c7cb67fa6eace3087b7a13a33f6b5ce3
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_142.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_142.jpg,.jpg,True,True,,11.6162109375,224,224,1.0,RGB,121.31053,53.58762,111.72806,136.84909,115.354454,46.615673,37.16839,7f6b0a2e704e2c4f56bbb73c803bbdb6
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_144.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_144.jpg,.jpg,True,True,,11.5869140625,224,224,1.0,RGB,130.72205,61.351105,116.91588,144.09032,131.15994,40.10483,35.78936,f8f9886567316aba9deb89b17be48efc
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_146.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_146.jpg,.jpg,True,True,,11.7568359375,224,224,1.0,RGB,111.49303,53.708607,101.1888,120.0447,113.245575,25.655035,28.251276,db55d2d611369dd7a4629323d22a896c
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_147.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_147.jpg,.jpg,True,True,,9.6533203125,224,224,1.0,RGB,111.13086,57.686695,92.16363,130.05171,111.17724,56.762577,43.361008,63a58955fcba547b31c4ac1e62c5ad69
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_150.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_150.jpg,.jpg,True,True,,11.1396484375,224,224,1.0,RGB,137.21016,52.724598,128.11606,142.40868,141.10574,15.595564,28.898716,808ab9b986f97dcca943c83bec3b0e90
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_151.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_151.jpg,.jpg,True,True,,10.36328125,224,224,1.0,RGB,110.63005,41.310566,103.524216,124.23059,104.135345,40.801617,36.580837,f9f6ac000885d7e9fdcacfc1cda81eff
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_152.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_152.jpg,.jpg,True,True,,11.4853515625,224,224,1.0,RGB,123.90648,64.57282,119.78496,134.20288,117.73158,30.88923,27.439014,b884e0412c94b1e1c9bed43dd2b02937
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_155.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_155.jpg,.jpg,True,True,,10.396484375,224,224,1.0,RGB,89.19773,52.17234,70.85527,108.367065,88.37086,57.50801,44.265545,416509d08ad320f000c041ad0bce5b8f
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_157.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_157.jpg,.jpg,True,True,,10.6767578125,224,224,1.0,RGB,81.24396,50.4133,64.412186,97.05419,82.2655,47.430683,39.50524,1ce4f4161f7ef72775b3f3cb1b847e8d
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_16.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_16.jpg,.jpg,True,True,,12.03515625,224,224,1.0,RGB,123.62662,63.175903,128.87717,134.58368,107.41901,32.871193,44.862144,bb09fa6b8b548a3893eaec6dd2e11051
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_160.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_160.jpg,.jpg,True,True,,11.1279296875,224,224,1.0,RGB,135.96777,53.347576,117.98812,146.09097,143.82423,30.369598,37.195393,b46ec87c125072f5d8c84f87a122200d
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_163.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_163.jpg,.jpg,True,True,,10.7529296875,224,224,1.0,RGB,120.170975,59.691097,109.676636,131.81964,119.01666,34.94597,30.579401,01c03392847ac48c916174e8b5730b7d
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_165.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_165.jpg,.jpg,True,True,,10.0400390625,224,224,1.0,RGB,123.31246,45.374622,104.92,140.38277,124.634605,51.210938,40.191128,d38053986aec36d9cb3aac2c9232e08f
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_166.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_166.jpg,.jpg,True,True,,9.5732421875,224,224,1.0,RGB,130.61992,46.011024,109.41127,150.04478,132.4037,58.274593,44.38939,3c51befdcd71806dd2c382b995fb8349
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_167.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_167.jpg,.jpg,True,True,,9.4775390625,224,224,1.0,RGB,128.08281,51.521626,116.21018,140.4317,127.606544,37.046677,32.684193,02465b4b1c4d5e0aaf5b33a0091f8460
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_171.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_171.jpg,.jpg,True,True,,10.67578125,224,224,1.0,RGB,111.26121,40.795788,106.40934,123.03603,104.33825,35.32448,29.132853,b89153059f3ce9d653e2c21e95f76666
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_176.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_176.jpg,.jpg,True,True,,10.455078125,224,224,1.0,RGB,116.60789,53.189823,96.81322,134.66391,118.34652,54.168068,42.42642,728a720650b1069785a807f821d710dd
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_178.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_178.jpg,.jpg,True,True,,10.771484375,224,224,1.0,RGB,111.814224,48.968395,99.11673,129.8968,106.429146,54.247726,41.109177,07177c0ef86a17d7ee3be9214188a566
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_179.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_179.jpg,.jpg,True,True,,11.6025390625,224,224,1.0,RGB,108.69691,50.267094,103.60385,112.35539,110.13148,10.975447,23.859573,bd1efd06531492121b6b9618669208f3
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_18.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_18.jpg,.jpg,True,True,,11.712890625,224,224,1.0,RGB,126.336945,47.65576,134.67642,139.85638,104.47806,40.558296,47.92373,d04888ed636af1a7a7c9c6b896b86c8c
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_181.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_181.jpg,.jpg,True,True,,11.27734375,224,224,1.0,RGB,136.92584,43.531868,119.623146,148.56563,142.58876,34.919342,39.774315,a322f9cf3b8fc60d0d5d1943fbc5a2ee
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_182.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_182.jpg,.jpg,True,True,,11.24609375,224,224,1.0,RGB,114.76815,56.706825,95.59395,131.39452,117.31597,49.879105,41.033085,ea0c8c6602e1cbb8bfb5314cc89cf843
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_183.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_183.jpg,.jpg,True,True,,10.921875,224,224,1.0,RGB,121.475365,54.577694,103.504684,133.6901,127.23131,36.64419,35.686226,eaee2c2778a6c8d0939ad28e76df4a3a
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_184.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_184.jpg,.jpg,True,True,,9.8876953125,224,224,1.0,RGB,123.84311,53.362503,109.45751,140.44763,121.62418,49.813557,37.032406,f05b6dde787a1b4a33390fa742f2f2aa
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_185.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_185.jpg,.jpg,True,True,,9.9423828125,224,224,1.0,RGB,82.60994,51.444378,64.13222,91.33225,92.36536,26.166933,37.24193,2c4de67823c4d7c06fce4445df8174f9
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_186.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_186.jpg,.jpg,True,True,,10.01953125,224,224,1.0,RGB,128.37059,55.300034,112.30999,137.08614,135.71562,26.146664,34.891182,0c09867d1f8d129bb976b45539e3f2dc
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_188.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_188.jpg,.jpg,True,True,,8.2265625,224,224,1.0,RGB,93.53574,43.28878,77.73723,112.34951,90.52051,56.441288,41.114376,d6c6516913e125af8baa2f1e5e15961b
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_189.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_189.jpg,.jpg,True,True,,9.787109375,224,224,1.0,RGB,99.98782,51.401592,85.76507,115.5004,98.698006,46.537727,35.02848,f11dce199a4dfdca31bb310e9a9ae454
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_19.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_19.jpg,.jpg,True,True,,11.607421875,224,224,1.0,RGB,123.22595,43.804844,129.72638,133.95656,105.994934,32.191784,39.78986,fb47dcb00fa9b594241e217a49679fed
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_191.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_191.jpg,.jpg,True,True,,9.533203125,224,224,1.0,RGB,71.95544,54.111256,54.76142,99.53888,61.56601,82.750336,49.802876,a3514674b71d7024a0cb738100eac8cb
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_192.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_192.jpg,.jpg,True,True,,9.544921875,224,224,1.0,RGB,76.02004,53.308693,69.22086,93.5795,65.259766,52.67837,33.964725,70046994c4b3dda96e9ff06a355c62bd
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_193.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_193.jpg,.jpg,True,True,,10.8115234375,224,224,1.0,RGB,119.49386,49.176037,108.010086,135.53471,114.93678,48.12257,42.563156,fc7989ecc6ef0f566aef225948067d32
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_194.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_194.jpg,.jpg,True,True,,9.5283203125,224,224,1.0,RGB,58.10325,50.53637,52.395447,77.61938,44.29492,58.54839,37.240334,f9bc922b7282467067256cc6ccd84295
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_195.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_195.jpg,.jpg,True,True,,9.86328125,224,224,1.0,RGB,77.22172,64.617195,75.892296,96.57659,59.19627,58.064613,38.99741,e17da29d2fc46c20c63a0b6458071ea4
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_196.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_196.jpg,.jpg,True,True,,9.8837890625,224,224,1.0,RGB,89.92005,53.738796,79.646645,109.57063,80.54289,58.95173,42.892,f5d04ff6a2dccb6040197f0f41a1bb9f
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_2.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_2.jpg,.jpg,True,True,,9.859375,224,224,1.0,RGB,82.94861,63.339035,69.7498,92.38877,86.70725,28.320492,28.99458,3c3ce6e75730f21a70a36b66fd241939
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_20.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_20.jpg,.jpg,True,True,,11.548828125,224,224,1.0,RGB,94.264915,41.973995,100.8239,107.62956,74.34128,40.09395,41.51371,0ccde4d55dc7496c440894efa019af53
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_200.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_200.jpg,.jpg,True,True,,9.3125,224,224,1.0,RGB,97.36033,51.44296,83.14939,105.35806,103.57354,23.993183,31.29247,faff796fd9ec980e5bcbce6b79afc25e
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_201.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_201.jpg,.jpg,True,True,,10.591796875,224,224,1.0,RGB,84.45707,51.313816,88.22473,92.58883,72.557655,24.39527,34.60515,997bcb6d4cb6323877bf743489c587f7
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_202.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_202.jpg,.jpg,True,True,,9.6025390625,224,224,1.0,RGB,106.20708,55.65334,91.69565,118.642876,108.28271,37.3074,32.04899,acba0f5a3a4269abe6dd4a56df050db0
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_203.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_203.jpg,.jpg,True,True,,10.0068359375,224,224,1.0,RGB,104.53673,49.204433,82.53926,120.712494,110.35844,48.527283,41.03962,d8a49a20c0083a49bb3cf48f40f8fc82
train,0,ALGAL_LEAF_SPOT,Algal Leaf Spot,to_label_204.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_204.jpg,.jpg,True,True,,10.03125,224,224,1.0,RGB,72.97463,55.696514,73.51415,86.14034,59.26939,39.49715,34.251915,f31618dfe9add0773f4eff8dd0bcee5f
