image_id,filename,original_path,processed_image_path,pseudo_mask_path,class_name,class_idx,target_class,pred_class,confidence,threshold_method,threshold_value,mask_coverage,mask_area_ratio,num_components,largest_component_ratio,boundary_pixel_ratio,is_disease_class,segmentation_trust,pred_correct,recommended_use
to_label_110,ALGAL_LEAF_SPOT_to_label_110.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_110.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_110.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_110.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9949694275856018,fixed,0.5,0.08386479591836735,0.08386479591836735,1,1.0,0.011798469387755101,True,high,True,train_candidate
to_label_111,ALGAL_LEAF_SPOT_to_label_111.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_111.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_111.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_111.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9935140609741211,fixed,0.5,0.15734614158163265,0.15734614158163265,1,1.0,0.01953125,True,high,True,train_candidate
to_label_112,ALGAL_LEAF_SPOT_to_label_112.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_112.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_112.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_112.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9947535991668701,fixed,0.5,0.09373007015306123,0.09373007015306123,1,1.0,0.012914540816326531,True,high,True,train_candidate
to_label_113,ALGAL_LEAF_SPOT_to_label_113.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_113.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_113.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_113.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9071414470672607,fixed,0.5,0.15027104591836735,0.15027104591836735,1,1.0,0.01682079081632653,True,high,True,train_candidate
to_label_114,ALGAL_LEAF_SPOT_to_label_114.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_114.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_114.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_114.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9914761185646057,fixed,0.5,0.22038424744897958,0.22038424744897958,1,1.0,0.022321428571428572,True,high,True,train_candidate
to_label_116,ALGAL_LEAF_SPOT_to_label_116.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_116.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_116.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_116.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9975036978721619,fixed,0.5,0.09273357780612244,0.09273357780612244,1,1.0,0.012914540816326531,True,high,True,train_candidate
to_label_117,ALGAL_LEAF_SPOT_to_label_117.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_117.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_117.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_117.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9999186992645264,fixed,0.5,0.1424984056122449,0.1424984056122449,1,1.0,0.016980229591836735,True,high,True,train_candidate
to_label_118,ALGAL_LEAF_SPOT_to_label_118.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_118.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_118.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_118.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9999072551727295,fixed,0.5,0.08964445153061225,0.08964445153061225,1,1.0,0.013073979591836735,True,high,True,train_candidate
to_label_119,ALGAL_LEAF_SPOT_to_label_119.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_119.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_119.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_119.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9970889687538147,fixed,0.5,0.19389748086734693,0.19389748086734693,1,1.0,0.01877391581632653,True,high,True,train_candidate
to_label_121,ALGAL_LEAF_SPOT_to_label_121.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_121.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_121.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_121.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9975938200950623,fixed,0.5,0.12834821428571427,0.12834821428571427,1,1.0,0.015066964285714286,True,high,True,train_candidate
to_label_122,ALGAL_LEAF_SPOT_to_label_122.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_122.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_122.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_122.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9882282614707947,fixed,0.5,0.09921077806122448,0.09921077806122448,1,1.0,0.012675382653061224,True,high,True,train_candidate
to_label_123,ALGAL_LEAF_SPOT_to_label_123.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_123.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_123.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_123.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9997596144676208,fixed,0.5,0.11226482780612244,0.11226482780612244,1,1.0,0.013871173469387755,True,high,True,train_candidate
to_label_124,ALGAL_LEAF_SPOT_to_label_124.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_124.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_124.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_124.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.999541163444519,fixed,0.5,0.26132015306122447,0.26132015306122447,1,1.0,0.024035395408163265,True,high,True,train_candidate
to_label_128,ALGAL_LEAF_SPOT_to_label_128.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_128.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_128.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_128.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9980177879333496,fixed,0.5,0.09500558035714286,0.09500558035714286,1,1.0,0.013153698979591837,True,high,True,train_candidate
to_label_13,ALGAL_LEAF_SPOT_to_label_13.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_13.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_13.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_13.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9997560381889343,fixed,0.5,0.12527901785714285,0.12527901785714285,1,1.0,0.01594387755102041,True,high,True,train_candidate
to_label_130,ALGAL_LEAF_SPOT_to_label_130.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_130.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_130.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_130.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9983178377151489,fixed,0.5,0.0875717474489796,0.0875717474489796,1,1.0,0.012197066326530613,True,high,True,train_candidate
to_label_131,ALGAL_LEAF_SPOT_to_label_131.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_131.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_131.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_131.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9996600151062012,fixed,0.5,0.17259247448979592,0.17259247448979592,1,1.0,0.020169005102040817,True,high,True,train_candidate
to_label_132,ALGAL_LEAF_SPOT_to_label_132.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_132.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_132.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_132.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9997653365135193,fixed,0.5,0.11764588647959184,0.11764588647959184,1,1.0,0.01721938775510204,True,high,True,train_candidate
to_label_133,ALGAL_LEAF_SPOT_to_label_133.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_133.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_133.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_133.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9948017597198486,fixed,0.5,0.12167171556122448,0.12167171556122448,1,1.0,0.014907525510204082,True,high,True,train_candidate
to_label_135,ALGAL_LEAF_SPOT_to_label_135.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_135.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_135.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_135.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9999619722366333,fixed,0.5,0.2751315369897959,0.2751315369897959,1,1.0,0.028858418367346938,True,high,True,train_candidate
to_label_137,ALGAL_LEAF_SPOT_to_label_137.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_137.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_137.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_137.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9910544753074646,fixed,0.5,0.13121811224489796,0.13121811224489796,1,1.0,0.016741071428571428,True,high,True,train_candidate
to_label_138,ALGAL_LEAF_SPOT_to_label_138.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_138.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_138.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_138.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9864158034324646,fixed,0.5,0.11744658801020408,0.11744658801020408,1,1.0,0.015306122448979591,True,high,True,train_candidate
to_label_14,ALGAL_LEAF_SPOT_to_label_14.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_14.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_14.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_14.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9993094205856323,fixed,0.5,0.09512515943877552,0.09512515943877552,1,1.0,0.013073979591836735,True,high,True,train_candidate
to_label_140,ALGAL_LEAF_SPOT_to_label_140.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_140.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_140.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_140.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9262995719909668,fixed,0.5,0.18672273596938777,0.18672273596938777,2,0.510620130216672,0.02662627551020408,True,high,True,train_candidate
to_label_141,ALGAL_LEAF_SPOT_to_label_141.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_141.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_141.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_141.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9882076382637024,fixed,0.5,0.08799027423469388,0.08799027423469388,1,1.0,0.012595663265306123,True,high,True,train_candidate
to_label_142,ALGAL_LEAF_SPOT_to_label_142.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_142.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_142.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_142.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9972434043884277,fixed,0.5,0.19126674107142858,0.19126674107142858,1,1.0,0.01953125,True,high,True,train_candidate
to_label_144,ALGAL_LEAF_SPOT_to_label_144.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_144.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_144.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_144.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9907153844833374,fixed,0.5,0.09006297831632654,0.09006297831632654,2,0.9327284797521576,0.01602359693877551,True,high,True,train_candidate
to_label_146,ALGAL_LEAF_SPOT_to_label_146.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_146.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_146.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_146.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9998095631599426,fixed,0.5,0.1966876594387755,0.1966876594387755,1,1.0,0.024354272959183673,True,high,True,train_candidate
to_label_147,ALGAL_LEAF_SPOT_to_label_147.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_147.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_147.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_147.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9991436004638672,fixed,0.5,0.2739357461734694,0.2739357461734694,2,0.9294288832302655,0.03296396683673469,True,high,True,train_candidate
to_label_150,ALGAL_LEAF_SPOT_to_label_150.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_150.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_150.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_150.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9995728135108948,fixed,0.5,0.10516980229591837,0.10516980229591837,1,1.0,0.013791454081632654,True,high,True,train_candidate
to_label_151,ALGAL_LEAF_SPOT_to_label_151.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_151.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_151.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_151.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9990701079368591,fixed,0.5,0.09070073341836735,0.09070073341836735,1,1.0,0.01251594387755102,True,high,True,train_candidate
to_label_152,ALGAL_LEAF_SPOT_to_label_152.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_152.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_152.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_152.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9973865151405334,fixed,0.5,0.07405931122448979,0.07405931122448979,1,1.0,0.01211734693877551,True,high,True,train_candidate
to_label_155,ALGAL_LEAF_SPOT_to_label_155.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_155.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_155.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_155.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9997777342796326,fixed,0.5,0.11858258928571429,0.11858258928571429,1,1.0,0.014508928571428572,True,high,True,train_candidate
to_label_157,ALGAL_LEAF_SPOT_to_label_157.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_157.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_157.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_157.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9796217679977417,fixed,0.5,0.0817123724489796,0.0817123724489796,1,1.0,0.011798469387755101,True,high,True,train_candidate
to_label_16,ALGAL_LEAF_SPOT_to_label_16.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_16.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_16.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_16.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9996408224105835,fixed,0.5,0.09861288265306123,0.09861288265306123,1,1.0,0.013392857142857142,True,high,True,train_candidate
to_label_160,ALGAL_LEAF_SPOT_to_label_160.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_160.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_160.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_160.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9994914531707764,fixed,0.5,0.14357461734693877,0.14357461734693877,2,0.5653803442531927,0.022879464285714284,True,high,True,train_candidate
to_label_163,ALGAL_LEAF_SPOT_to_label_163.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_163.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_163.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_163.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.9999676942825317,fixed,0.5,0.1412627551020408,0.1412627551020408,1,1.0,0.01735889668367347,True,high,True,train_candidate
to_label_165,ALGAL_LEAF_SPOT_to_label_165.jpg,E:\Master\thesis-clean\notebooks\data\raw\train\ALGAL_LEAF_SPOT\to_label_165.jpg,E:\Master\thesis-clean\notebooks\data\processed_train\ALGAL_LEAF_SPOT_to_label_165.jpg,E:\Master\thesis-clean\notebooks\data\pseudo_labels_train\ALGAL_LEAF_SPOT_to_label_165.jpg_pseudo.png,ALGAL_LEAF_SPOT,0,0,0,0.999652624130249,fixed,0.5,0.318180006377551,0.318180006377551,1,1.0,0.02774234693877551,True,high,True,train_candidate
