filename,class_name,confidence,mask_coverage,gt_coverage,iou,dice,pixel_precision,pixel_recall,boundary_f1_t2
ALLOCARIDARA_ATTACK_to_label_864.jpg,ALLOCARIDARA_ATTACK,0.9999985694885254,0.0719467474489796,0.05707908163265306,0.27215562978439467,0.4278653073767707,0.38365650968466325,0.48358938545797525,0.22027515707643902
ALLOCARIDARA_ATTACK_to_label_868.jpg,ALLOCARIDARA_ATTACK,0.9999996423721313,0.1014827806122449,0.18919403698979592,0.41905039890621665,0.590606787791631,0.8458366064248658,0.45370272832135566,0.058494573995463574
ALLOCARIDARA_ATTACK_to_label_869.jpg,ALLOCARIDARA_ATTACK,0.9999963045120239,0.13364955357142858,0.14032605229591838,0.564114233694799,0.7213210154890425,0.7393379063414951,0.7041613407086471,0.1411560068227613
ALLOCARIDARA_ATTACK_to_label_874.jpg,ALLOCARIDARA_ATTACK,0.9999990463256836,0.0762515943877551,0.16238839285714285,0.07515488910770265,0.13980290629580922,0.21876633559281844,0.1027245949913755,0.12323368952965467
ALLOCARIDARA_ATTACK_to_label_876.jpg,ALLOCARIDARA_ATTACK,0.9999759197235107,0.12478077168367346,0.20212850765306123,0.19694979567865623,0.3290861427767537,0.43108129691054015,0.26612108065207923,0.15510735771839043
ALLOCARIDARA_ATTACK_to_label_877.jpg,ALLOCARIDARA_ATTACK,0.9999982118606567,0.07075095663265306,0.2919921875,0.1729715795567895,0.29492885006156294,0.7560563380068717,0.18319568630002595,0.029390347478358586
ALLOCARIDARA_ATTACK_to_label_879.jpg,ALLOCARIDARA_ATTACK,0.9999963045120239,0.0830078125,0.10574776785714286,0.194777343254765,0.32604793580059077,0.3707082833044248,0.2909913305636828,0.12866455188697332
ALLOCARIDARA_ATTACK_to_label_885.jpg,ALLOCARIDARA_ATTACK,0.9999762773513794,0.2158203125,0.030472735969387755,0.13417767988129425,0.2366078653484657,0.13500784929231685,0.9561805100748083,0.10284989543774188
ALLOCARIDARA_ATTACK_to_label_892.jpg,ALLOCARIDARA_ATTACK,0.9999902248382568,0.07192681760204081,0.061045121173469385,0.32459797497866594,0.490107913661719,0.45303408145045626,0.5337904015496641,0.2119511074423611
LEAF_BLIGHT_to_label_2757.jpg,LEAF_BLIGHT,0.9999767541885376,0.1769172512755102,0.024693080357142856,0.07857980594862372,0.1457097667047676,0.08302354398915147,0.5948345439390771,0.03776393502898749
LEAF_BLIGHT_to_label_2773.jpg,LEAF_BLIGHT,0.9993696808815002,0.07320232780612244,0.032704878826530615,0.3179563491984634,0.4824990590801186,0.34903348760280334,0.7812309566860919,0.15175370820775674
LEAF_BLIGHT_to_label_2776.jpg,LEAF_BLIGHT,0.9997045397758484,0.12513950892857142,0.03411989795918367,0.24064586243998376,0.3879364284771876,0.24685459467675022,0.9053738317228169,0.05767839307987707
LEAF_BLIGHT_to_label_2777.jpg,LEAF_BLIGHT,0.9997945427894592,0.17994658801020408,0.08994339923469388,0.15457413249079568,0.26775956283955277,0.20079743049949275,0.40172834034119814,0.2539131806791849
LEAF_BLIGHT_to_label_2778.jpg,LEAF_BLIGHT,0.9999881982803345,0.17988679846938777,0.07535475127551021,0.17743863197409726,0.30139767314514404,0.21382672279842868,0.510446971687108,0.14555271841390732
LEAF_BLIGHT_to_label_2779.jpg,LEAF_BLIGHT,0.9972163438796997,0.18062420280612246,0.07553411989795919,0.13854194348358098,0.24336730724155162,0.1725697892511026,0.4126649076408268,0.09647129854118684
LEAF_BLIGHT_to_label_2780.jpg,LEAF_BLIGHT,0.9998270869255066,0.17695711096938777,0.07880261479591837,0.09937462520260965,0.18078391646395398,0.1306453429425538,0.2933737986774564,0.12447236490338986
LEAF_BLIGHT_to_label_2781.jpg,LEAF_BLIGHT,0.9999978542327881,0.11431760204081633,0.03926179846938776,0.06657439446274638,0.12483778873442983,0.08385634588417266,0.2441624365358293,0.04917918898356198
LEAF_BLIGHT_to_label_2784.jpg,LEAF_BLIGHT,0.9999440908432007,0.059849330357142856,0.0546875,0.24799131378397413,0.39742474333743827,0.38028638027371675,0.4161807580023258,0.20857460354837762
LEAF_BLIGHT_to_label_2810.jpg,LEAF_BLIGHT,0.9999426603317261,0.17091836734693877,0.11997767857142858,0.3619483064256606,0.5315154836905213,0.45230876865144226,0.644352159457735,0.13190999977194218
PHOMOPSIS_LEAF_SPOT_to_label_3714.jpg,PHOMOPSIS_LEAF_SPOT,0.9992877840995789,0.08416374362244898,0.037029655612244895,0.13663551401613766,0.24042098338693602,0.1730996921578712,0.3934337997635396,0.19748011657363906
PHOMOPSIS_LEAF_SPOT_to_label_3715.jpg,PHOMOPSIS_LEAF_SPOT,0.9997379183769226,0.08988360969387756,0.003168845663265306,0.015441496302404491,0.030413364745546942,0.015742793791225215,0.4465408802223014,0.12464466455918935
PHOMOPSIS_LEAF_SPOT_to_label_3726.jpg,PHOMOPSIS_LEAF_SPOT,0.9995412826538086,0.08922592474489796,0.06742267219387756,0.2529890004742071,0.4038167938879922,0.35447844537961853,0.46911025715432725,0.22493694557445823
PHOMOPSIS_LEAF_SPOT_to_label_3730.jpg,PHOMOPSIS_LEAF_SPOT,0.9978352189064026,0.055345184948979595,0.004803093112244898,0.027229407759454413,0.053015241880284454,0.028808066257515016,0.331950207331141,0.0
PHOMOPSIS_LEAF_SPOT_to_label_3731.jpg,PHOMOPSIS_LEAF_SPOT,0.9986853003501892,0.0723453443877551,0.009347098214285714,0.007620452310530471,0.015125640399728578,0.008539944903346008,0.06609808100936075,0.0
PHOMOPSIS_LEAF_SPOT_to_label_3798.jpg,PHOMOPSIS_LEAF_SPOT,0.9993122816085815,0.08972417091836735,0.01686065051020408,0.09545268332455034,0.17427075541932927,0.10350955130822946,0.5508274231027391,0.1352709644139264
PHOMOPSIS_LEAF_SPOT_to_label_3847.jpg,PHOMOPSIS_LEAF_SPOT,0.9992631077766418,0.08986367984693877,0.007035235969387755,0.04649160568130668,0.08885232414461432,0.047904191615704056,0.6118980168238248,0.09414579166722913
PHOMOPSIS_LEAF_SPOT_to_label_3887.jpg,PHOMOPSIS_LEAF_SPOT,0.9817179441452026,0.08978396045918367,0.0034877232142857145,0.010799136068881228,0.021367521367064796,0.011098779134048862,0.2857142855510204,0.05616029050658169
PHOMOPSIS_LEAF_SPOT_to_label_3895.jpg,PHOMOPSIS_LEAF_SPOT,0.9997715353965759,0.03537547831632653,0.01056281887755102,0.03735373537185627,0.07201735357605131,0.04676056337764729,0.1566037735553578,0.17383882891473385
PHOMOPSIS_LEAF_SPOT_to_label_3906.jpg,PHOMOPSIS_LEAF_SPOT,0.9927405714988708,0.06662547831632654,0.04223134566326531,0.02707784881483494,0.05272793848310641,0.0430750822601533,0.0679565832907996,0.14542677292345205
